Site,Cell_id,latitude,longitude,Azimuth,Beamwidth,Nbr1,Nbr2,Nbr3,Nbr4,Nbr5,Nbr6,Nbr7,Nbr8,Nbr9,Nbr10,Nbr11,Nbr12,Nbr13,Nbr14,Nbr15,Nbr16,Nbr17,Nbr18,Nbr19,Nbr20,Nbr21,Nbr22,Nbr23,Nbr24,Nbr25,Nbr26,Nbr27,Nbr28,Nbr29,Nbr30,Nbr31,Nbr32
node00180,node00180_2,32.93,-96.67,180,75,node00229_3,node00223_3,node00223_1,node00191_2,node00180_3,node00180_1,node00175_2,node00175_1,node00174_3,node00174_1,node00140_3,node00140_2,node00140_1,node00078_3,node00078_1,node00068_3,node00056_3,node00056_2,node00038_3,node00038_2,,,,,,,,,,,,
node00180,node00180_3,32.93,-96.67,300,75,node00229_3,node00191_2,node00180_2,node00180_1,node00175_1,node00174_1,node00140_2,node00140_1,node00111_1,node00070_2,node00056_3,node00056_2,node00056_1,node00055_2,node00038_3,,,,,,,,,,,,,,,,,
node00181,node00181_1,32.925,-96.82,60,75,node00198_3,node00198_2,node00198_1,node00181_3,node00181_2,node00161_2,node00132_1,node00122_3,node00106_3,node00106_2,node00106_1,node00105_3,node00105_2,node00096_2,node00096_1,node00062_2,node00020_3,node00020_1,,,,,,,,,,,,,,
node00181,node00181_2,32.925,-96.82,180,75,node00198_3,node00198_2,node00181_3,node00181_1,node00132_3,node00132_1,node00131_2,node00122_3,node00118_2,node00107_1,node00106_2,node00096_2,node00026_3,node00026_1,node00020_3,,,,,,,,,,,,,,,,,
node00181,node00181_3,32.925,-96.82,300,75,node00198_3,node00181_2,node00181_1,node00135_2,node00131_2,node00118_3,node00118_2,node00118_1,node00096_3,node00096_2,node00096_1,node00062_3,node00062_2,,,,,,,,,,,,,,,,,,,
node00182,node00182_1,32.81,-96.82,60,75,node00224_3,node00224_2,node00224_1,node00204_2,node00203_1,node00189_3,node00189_2,node00182_3,node00182_2,node00179_3,node00145_2,node00145_1,node00129_3,node00120_1,node00103_3,node00103_2,node00103_1,node00090_3,node00090_2,node00090_1,node00006_3,node00006_1,,,,,,,,,,
node00182,node00182_2,32.81,-96.82,180,75,node00224_3,node00224_2,node00224_1,node00222_2,node00203_3,node00203_1,node00182_3,node00182_1,node00145_2,node00129_3,node00129_2,node00120_3,node00120_2,node00120_1,node00119_2,node00103_3,node00103_2,node00052_1,node00006_3,node00006_2,node00006_1,,,,,,,,,,,
node00182,node00182_3,32.81,-96.82,300,75,node00224_3,node00224_1,node00222_2,node00190_3,node00182_2,node00182_1,node00145_3,node00145_2,node00145_1,node00120_3,node00120_1,node00119_3,node00119_2,node00119_1,node00103_3,node00103_2,node00103_1,node00064_1,node00006_3,node00006_1,,,,,,,,,,,,
node00183,node00183_1,32.825,-96.845,60,75,node00204_3,node00201_1,node00190_1,node00188_3,node00188_2,node00184_2,node00184_1,node00183_3,node00183_2,node00167_3,node00167_2,node00167_1,node00156_1,node00057_3,node00037_2,node00037_1,,,,,,,,,,,,,,,,
node00183,node00183_2,32.825,-96.845,180,75,node00222_1,node00190_3,node00190_2,node00190_1,node00183_3,node00183_1,node00167_2,node00156_1,node00145_3,node00145_2,node00119_3,node00119_1,,,,,,,,,,,,,,,,,,,,
node00183,node00183_3,32.825,-96.845,300,75,node00222_1,node00201_1,node00183_2,node00183_1,node00156_3,node00156_2,node00156_1,node00119_3,node00119_1,node00037_2,node00027_1,,,,,,,,,,,,,,,,,,,,,
node00184,node00184_1,32.85,-96.865,60,75,node00232_1,node00188_3,node00188_2,node00188_1,node00186_2,node00185_2,node00184_3,node00184_2,node00183_1,node00167_3,node00158_1,node00156_1,node00128_3,node00128_2,node00128_1,node00057_3,node00057_1,node00037_3,node00037_1,node00009_3,node00009_2,node00009_1,node00002_3,,,,,,,,,
node00184,node00184_2,32.85,-96.865,180,75,node00201_3,node00201_1,node00188_3,node00184_3,node00184_1,node00183_1,node00167_3,node00158_1,node00037_3,node00037_2,node00037_1,,,,,,,,,,,,,,,,,,,,,
node00184,node00184_3,32.85,-96.865,300,75,node00232_3,node00232_2,node00232_1,node00221_2,node00201_1,node00188_3,node00188_2,node00186_2,node00184_2,node00184_1,node00158_1,node00128_3,node00128_2,node00112_3,node00112_2,node00079_2,node00069_2,node00037_3,node00008_1,,,,,,,,,,,,,
node00185,node00185_1,32.885,-96.84,60,75,node00186_1,node00185_3,node00185_2,node00168_3,node00168_2,node00145_2,node00141_3,node00132_3,node00128_1,node00107_3,node00107_2,node00092_2,node00026_3,,,,,,,,,,,,,,,,,,,
node00185,node00185_2,32.885,-96.84,180,75,node00188_1,node00186_2,node00185_3,node00185_1,node00184_1,node00141_3,node00141_2,node00132_3,node00128_2,node00128_1,node00107_2,node00057_1,node00021_1,node00009_3,node00009_2,node00009_1,,,,,,,,,,,,,,,,
node00185,node00185_3,32.885,-96.84,300,75,node00186_2,node00186_1,node00185_2,node00185_1,node00141_3,node00132_3,node00131_3,node00128_3,node00128_1,node00107_3,node00107_2,node00104_2,node00092_3,node00092_2,node00069_1,node00026_3,node00009_3,,,,,,,,,,,,,,,
node00186,node00186_1,32.89,-96.865,60,75,node00186_3,node00186_2,node00185_3,node00185_1,node00131_3,node00128_3,node00128_1,node00118_3,node00107_3,node00107_2,node00104_2,node00092_3,node00092_2,node00069_1,node00026_3,node00018_2,,,,,,,,,,,,,,,,
node00186,node00186_2,32.89,-96.865,180,75,node00232_1,node00188_3,node00186_3,node00186_1,node00185_3,node00185_2,node00184_3,node00184_1,node00128_3,node00128_2,node00128_1,node00107_2,node00092_3,node00069_2,node00069_1,node00037_3,,,,,,,,,,,,,,,,
node00186,node00186_3,32.89,-96.865,300,75,node00220_3,node00220_2,node00220_1,node00186_2,node00186_1,node00131_3,node00128_3,node00123_1,node00110_2,node00110_1,node00107_3,node00104_3,node00104_2,node00092_3,node00077_2,node00069_3,node00069_1,node00048_1,node00018_2,,,,,,,,,,,,,
node00187,node00187_1,32.965,-96.64,60,75,node00191_3,node00191_1,node00187_3,node00187_2,node00138_3,node00138_1,node00070_2,node00070_1,,,,,,,,,,,,,,,,,,,,,,,,
node00187,node00187_2,32.965,-96.64,180,75,node00229_2,node00229_1,node00191_2,node00191_1,node00187_3,node00187_1,node00138_3,node00138_2,node00138_1,node00038_1,,,,,,,,,,,,,,,,,,,,,,
node00187,node00187_3,32.965,-96.64,300,75,node00229_2,node00229_1,node00191_3,node00191_2,node00191_1,node00187_2,node00187_1,node00180_1,node00138_3,node00138_1,node00070_2,node00070_1,node00038_3,node00038_1,,,,,,,,,,,,,,,,,,
node00188,node00188_1,32.85,-96.85,60,75,node00232_1,node00188_3,node00188_2,node00185_2,node00184_1,node00128_2,node00057_3,node00057_1,node00009_3,node00009_2,node00009_1,node00002_3,,,,,,,,,,,,,,,,,,,,
node00188,node00188_2,32.85,-96.85,180,75,node00204_3,node00204_2,node00204_1,node00190_3,node00190_2,node00190_1,node00188_3,node00188_1,node00184_3,node00184_1,node00183_1,node00167_3,node00167_1,node00145_3,node00057_3,node00057_2,node00057_1,node00037_1,node00009_2,node00002_3,node00002_2,node00002_1,,,,,,,,,,
node00188,node00188_3,32.85,-96.85,300,75,node00232_1,node00204_3,node00188_2,node00188_1,node00186_2,node00184_3,node00184_2,node00184_1,node00183_1,node00167_3,node00156_1,node00128_2,node00037_3,node00037_1,node00009_2,node00002_3,,,,,,,,,,,,,,,,
node00189,node00189_1,32.815,-96.79,60,75,node00213_3,node00213_1,node00195_3,node00195_2,node00195_1,node00189_3,node00189_2,node00179_3,node00179_2,node00179_1,node00177_1,node00129_1,node00099_3,node00090_2,node00090_1,node00089_2,node00083_3,node00083_2,node00083_1,node00032_3,node00032_2,node00017_3,,,,,,,,,,
node00189,node00189_2,32.815,-96.79,180,75,node00224_2,node00224_1,node00213_3,node00213_2,node00213_1,node00195_3,node00195_2,node00189_3,node00189_1,node00182_1,node00179_3,node00179_2,node00177_3,node00177_2,node00177_1,node00129_3,node00129_2,node00129_1,node00103_2,node00099_2,node00090_2,node00090_1,node00083_3,node00083_2,node00083_1,node00052_2,node00052_1,node00005_1,,,,
node00189,node00189_3,32.815,-96.79,300,75,node00224_2,node00224_1,node00195_3,node00189_2,node00189_1,node00182_1,node00179_3,node00179_2,node00179_1,node00177_1,node00145_1,node00129_3,node00129_1,node00126_2,node00103_2,node00090_3,node00090_2,node00090_1,node00083_3,node00083_1,node00005_1,,,,,,,,,,,
node00190,node00190_1,32.83,-96.825,60,75,node00204_3,node00204_2,node00190_3,node00190_2,node00188_2,node00183_2,node00183_1,node00167_2,node00167_1,node00156_1,node00145_3,node00145_1,node00128_2,node00126_3,node00119_1,node00009_2,node00002_3,node00002_2,node00002_1,,,,,,,,,,,,,
node00190,node00190_2,32.83,-96.825,180,75,node00204_2,node00190_3,node00190_1,node00188_2,node00183_2,node00179_3,node00179_2,node00179_1,node00167_2,node00167_1,node00145_3,node00145_2,node00145_1,node00126_3,node00119_1,node00103_1,node00090_3,node00002_2,,,,,,,,,,,,,,
node00190,node00190_3,32.83,-96.825,300,75,node00222_1,node00190_2,node00190_1,node00188_2,node00183_2,node00182_3,node00167_2,node00167_1,node00156_2,node00156_1,node00145_3,node00119_3,node00119_1,node00009_2,node00002_2,,,,,,,,,,,,,,,,,
node00191,node00191_1,32.96,-96.66,60,75,node00229_2,node00229_1,node00191_3,node00191_2,node00187_3,node00187_2,node00187_1,node00138_3,node00138_2,node00138_1,node00070_1,node00038_3,,,,,,,,,,,,,,,,,,,,
node00191,node00191_2,32.96,-96.66,180,75,node00229_3,node00229_2,node00229_1,node00223_3,node00223_1,node00191_3,node00191_1,node00187_3,node00187_2,node00180_3,node00180_2,node00180_1,node00175_1,node00140_2,node00140_1,node00138_3,node00138_2,node00078_3,node00078_1,node00070_2,node00068_3,node00056_2,node00056_1,node00038_3,node00038_2,node00038_1,,,,,,
node00191,node00191_3,32.96,-96.66,300,75,node00229_3,node00229_1,node00191_2,node00191_1,node00187_3,node00187_1,node00070_2,node00070_1,node00056_1,node00038_3,,,,,,,,,,,,,,,,,,,,,,
node00192,node00192_1,32.76,-96.725,60,75,node00194_3,node00194_2,node00192_3,node00192_2,node00176_3,node00176_1,node00166_3,node00166_1,node00144_3,node00133_2,node00109_3,node00109_2,node00053_3,node00053_2,node00053_1,node00050_3,node00019_3,node00019_1,node00000_3,node00000_2,,,,,,,,,,,,
node00192,node00192_2,32.76,-96.725,180,75,node00194_2,node00192_3,node00192_1,node00176_3,node00176_2,node00176_1,node00166_3,node00124_2,node00053_3,node00042_1,node00019_3,node00019_1,,,,,,,,,,,,,,,,,,,,
node00192,node00192_3,32.76,-96.725,300,75,node00194_3,node00192_2,node00192_1,node00176_3,node00176_1,node00149_2,node00133_3,node00133_2,node00124_2,node00124_1,node00109_3,node00109_2,node00053_3,node00042_1,node00019_3,node00000_3,,,,,,,,,,,,,,,,
node00193,node00193_1,32.89,-96.605,60,75,node00193_3,node00193_2,node00095_1,node00087_1,node00081_1,node00067_1,,,,,,,,,,,,,,,,,,,,,,,,,,
node00193,node00193_2,32.89,-96.605,180,75,node00234_2,node00193_3,node00193_1,node00095_3,node00095_2,node00095_1,node00088_3,node00087_2,node00087_1,node00081_1,node00078_2,node00078_1,node00068_2,node00067_3,node00067_2,node00067_1,,,,,,,,,,,,,,,,
node00193,node00193_3,32.89,-96.605,300,75,node00234_2,node00234_1,node00223_3,node00223_2,node00193_2,node00193_1,node00087_3,node00087_1,node00078_2,node00078_1,node00068_3,node00068_2,node00068_1,node00067_1,,,,,,,,,,,,,,,,,,
node00194,node00194_1,32.795,-96.725,60,75,node00235_3,node00235_2,node00207_3,node00207_2,node00207_1,node00194_3,node00194_2,node00164_3,node00164_2,node00164_1,node00142_3,node00142_2,node00109_2,node00109_1,node00099_2,node00099_1,node00000_3,node00000_1,,,,,,,,,,,,,,
node00194,node00194_2,32.795,-96.725,180,75,node00235_3,node00235_2,node00207_2,node00194_3,node00194_1,node00192_2,node00192_1,node00142_2,node00133_2,node00124_1,node00109_2,node00109_1,node00074_3,node00053_3,node00053_1,node00000_3,node00000_2,node00000_1,,,,,,,,,,,,,,
node00194,node00194_3,32.795,-96.725,300,75,node00235_3,node00213_2,node00213_1,node00207_3,node00207_2,node00195_2,node00195_1,node00194_2,node00194_1,node00192_3,node00192_1,node00142_2,node00133_2,node00133_1,node00124_1,node00109_3,node00109_2,node00109_1,node00099_2,node00099_1,node00053_3,node00053_1,node00051_1,node00000_3,,,,,,,,
node00195,node00195_1,32.805,-96.775,60,75,node00213_1,node00207_3,node00195_3,node00195_2,node00194_3,node00189_1,node00133_1,node00109_3,node00109_1,node00099_3,node00099_2,node00099_1,node00083_3,node00083_2,node00083_1,node00051_1,node00032_3,node00032_2,,,,,,,,,,,,,,
node00195,node00195_2,32.805,-96.775,180,75,node00213_3,node00213_2,node00213_1,node00207_3,node00195_3,node00195_1,node00194_3,node00189_2,node00189_1,node00177_2,node00133_3,node00133_1,node00129_2,node00129_1,node00124_3,node00109_3,node00109_1,node00099_3,node00099_2,node00083_3,node00083_2,node00051_3,node00051_1,node00005_2,node00005_1,,,,,,,
node00195,node00195_3,32.805,-96.775,300,75,node00213_3,node00213_1,node00195_2,node00195_1,node00189_3,node00189_2,node00189_1,node00179_3,node00179_2,node00177_2,node00177_1,node00133_1,node00129_2,node00129_1,node00099_3,node00099_2,node00083_3,node00083_2,node00083_1,node00032_2,node00005_1,,,,,,,,,,,
node00196,node00196_1,32.745,-96.84,60,75,node00214_3,node00214_1,node00200_3,node00200_2,node00200_1,node00196_3,node00196_2,node00157_3,node00157_2,node00143_2,node00121_3,node00121_2,node00121_1,node00117_3,node00114_3,node00114_2,node00084_3,node00060_2,node00060_1,,,,,,,,,,,,,
node00196,node00196_2,32.745,-96.84,180,75,node00214_3,node00196_3,node00196_1,node00117_3,node00117_2,node00117_1,node00004_3,node00004_2,,,,,,,,,,,,,,,,,,,,,,,,
node00196,node00196_3,32.745,-96.84,300,75,node00208_3,node00208_2,node00208_1,node00196_2,node00196_1,node00117_3,node00117_2,node00060_3,node00060_2,node00060_1,,,,,,,,,,,,,,,,,,,,,,
node00197,node00197_1,32.905,-96.91,60,75,node00220_3,node00220_2,node00220_1,node00197_3,node00197_2,node00123_3,node00123_1,node00110_1,node00104_3,node00104_2,node00104_1,node00092_3,node00077_3,node00077_2,node00065_2,node00031_2,node00018_3,node00014_2,node00003_3,node00003_2,node00003_1,node00001_2,,,,,,,,,,
node00197,node00197_2,32.905,-96.91,180,75,node00233_2,node00233_1,node00220_3,node00202_3,node00202_2,node00202_1,node00197_3,node00197_1,node00158_3,node00123_3,node00123_2,node00123_1,node00110_1,node00079_2,node00065_3,node00065_2,node00014_2,node00008_3,node00003_2,,,,,,,,,,,,,
node00197,node00197_3,32.905,-96.91,300,75,node00233_1,node00220_3,node00220_1,node00202_1,node00197_2,node00197_1,node00148_3,node00148_2,node00123_3,node00110_1,node00065_3,node00065_2,node00065_1,node00014_3,node00014_2,node00014_1,node00003_3,node00003_2,node00003_1,node00001_3,,,,,,,,,,,,
node00198,node00198_1,32.93,-96.815,60,75,node00198_3,node00198_2,node00181_1,node00173_3,node00173_2,node00161_3,node00161_2,node00135_2,node00106_3,node00106_1,node00105_3,node00096_1,node00062_2,node00062_1,node00023_2,,,,,,,,,,,,,,,,,
node00198,node00198_2,32.93,-96.815,180,75,node00198_3,node00198_1,node00181_2,node00181_1,node00106_3,node00106_2,node00106_1,node00105_3,node00096_1,node00062_2,node00020_3,node00020_1,,,,,,,,,,,,,,,,,,,,
node00198,node00198_3,32.93,-96.815,300,75,node00198_2,node00198_1,node00181_3,node00181_2,node00181_1,node00161_3,node00161_2,node00135_2,node00118_2,node00106_3,node00096_3,node00096_2,node00096_1,node00062_2,node00020_3,,,,,,,,,,,,,,,,,
node00199,node00199_1,32.93,-96.75,60,75,node00228_1,node00199_3,node00199_2,node00175_3,node00175_2,node00163_2,node00163_1,node00130_2,node00105_2,node00055_3,node00055_2,node00034_3,node00034_2,node00034_1,node00025_2,,,,,,,,,,,,,,,,,
node00199,node00199_2,32.93,-96.75,180,75,node00228_2,node00225_2,node00225_1,node00199_3,node00199_1,node00175_3,node00175_2,node00174_3,node00174_2,node00113_1,node00111_3,node00091_3,node00082_2,node00082_1,node00055_3,node00055_2,node00040_3,node00040_1,node00039_1,node00034_3,node00034_2,node00034_1,node00012_3,node00012_2,node00012_1,,,,,,,
node00199,node00199_3,32.93,-96.75,300,75,node00228_2,node00228_1,node00218_1,node00210_2,node00210_1,node00199_2,node00199_1,node00163_2,node00163_1,node00132_1,node00122_2,node00122_1,node00113_1,node00105_2,node00105_1,node00082_3,node00082_2,node00082_1,node00059_2,node00059_1,node00039_1,node00034_3,node00034_2,node00020_2,node00012_3,node00012_1,,,,,,
node00200,node00200_1,32.765,-96.86,60,75,node00222_2,node00216_2,node00209_1,node00206_2,node00206_1,node00200_3,node00200_2,node00196_1,node00172_3,node00172_1,node00146_2,node00143_3,node00143_2,node00143_1,node00121_3,node00121_2,node00121_1,node00114_3,node00114_2,node00093_2,node00093_1,node00064_3,node00060_1,node00058_2,node00041_2,node00029_3,node00028_1,,,,,
node00200,node00200_2,32.765,-96.86,180,75,node00214_3,node00200_3,node00200_1,node00196_1,node00143_3,node00121_3,node00093_2,node00060_2,node00060_1,node00028_1,,,,,,,,,,,,,,,,,,,,,,
node00200,node00200_3,32.765,-96.86,300,75,node00222_3,node00212_2,node00200_2,node00200_1,node00196_1,node00170_1,node00143_3,node00143_1,node00093_3,node00093_2,node00093_1,node00064_3,node00060_1,node00058_2,node00058_1,node00046_1,node00028_3,node00028_1,,,,,,,,,,,,,,
node00201,node00201_1,32.83,-96.875,60,75,node00232_2,node00232_1,node00231_1,node00201_3,node00201_2,node00184_3,node00184_2,node00183_3,node00183_1,node00156_3,node00156_2,node00076_1,node00069_2,node00041_1,node00037_3,node00037_2,node00037_1,node00027_1,node00008_1,,,,,,,,,,,,,
node00201,node00201_2,32.83,-96.875,180,75,node00231_3,node00231_1,node00201_3,node00201_1,node00158_2,node00156_3,node00156_2,node00146_1,node00093_2,node00093_1,node00076_3,node00076_2,node00076_1,node00041_1,node00037_2,node00027_3,node00027_2,node00027_1,node00008_1,,,,,,,,,,,,,
node00201,node00201_3,32.83,-96.875,300,75,node00233_2,node00232_2,node00232_1,node00231_3,node00231_1,node00221_2,node00201_2,node00201_1,node00184_2,node00158_3,node00158_2,node00158_1,node00156_3,node00146_1,node00076_3,node00076_1,node00069_2,node00041_1,node00037_3,node00027_1,node00008_3,node00008_2,node00008_1,node00002_3,,,,,,,,
node00202,node00202_1,32.885,-96.92,60,75,node00233_2,node00233_1,node00220_3,node00202_3,node00202_2,node00197_3,node00197_2,node00123_3,node00123_2,node00110_1,node00065_3,node00065_2,,,,,,,,,,,,,,,,,,,,
node00202,node00202_2,32.885,-96.92,180,75,node00202_3,node00202_1,node00197_2,node00123_3,node00123_2,node00112_3,node00110_3,node00110_1,node00079_3,node00079_1,node00069_3,node00069_2,,,,,,,,,,,,,,,,,,,,
node00202,node00202_3,32.885,-96.92,300,75,node00233_3,node00233_2,node00233_1,node00202_2,node00202_1,node00197_2,node00123_3,node00112_3,node00110_3,node00079_3,node00079_2,node00075_3,node00075_1,node00065_3,,,,,,,,,,,,,,,,,,
node00203,node00203_1,32.795,-96.81,60,75,node00224_3,node00224_2,node00216_1,node00211_2,node00211_1,node00203_3,node00203_2,node00182_2,node00182_1,node00179_3,node00177_3,node00129_3,node00129_2,node00129_1,node00127_3,node00094_3,node00094_2,node00094_1,node00090_2,node00052_3,node00052_2,node00052_1,node00051_3,node00006_1,node00005_3,node00005_1,,,,,,
node00203,node00203_2,32.795,-96.81,180,75,node00224_2,node00216_1,node00211_3,node00211_2,node00211_1,node00203_3,node00203_1,node00129_2,node00127_3,node00097_2,node00097_1,node00094_3,node00094_2,node00094_1,node00052_3,node00052_2,node00052_1,node00044_1,node00029_2,node00029_1,node00006_2,node00006_1,node00005_3,,,,,,,,,
node00203,node00203_3,32.795,-96.81,300,75,node00224_3,node00224_2,node00211_3,node00211_2,node00211_1,node00203_2,node00203_1,node00182_2,node00145_2,node00129_3,node00129_2,node00129_1,node00120_3,node00120_2,node00094_1,node00093_1,node00052_3,node00052_1,node00044_1,node00029_1,node00006_3,node00006_2,node00006_1,,,,,,,,,
node00204,node00204_1,32.84,-96.815,60,75,node00204_3,node00204_2,node00188_2,node00179_1,node00169_3,node00169_2,node00169_1,node00167_1,node00126_1,node00098_2,node00098_1,node00089_3,node00089_1,node00057_3,node00057_2,node00021_3,node00021_2,node00013_3,node00007_3,node00007_2,node00007_1,node00002_2,node00002_1,,,,,,,,,
node00204,node00204_2,32.84,-96.815,180,75,node00204_3,node00204_1,node00190_2,node00190_1,node00188_2,node00182_1,node00179_3,node00179_1,node00169_2,node00167_1,node00145_3,node00145_2,node00145_1,node00126_3,node00126_1,node00103_2,node00103_1,node00090_3,node00090_1,node00089_3,node00089_2,node00037_1,node00007_2,node00002_2,,,,,,,,
node00204,node00204_3,32.84,-96.815,300,75,node00232_2,node00232_1,node00204_2,node00204_1,node00190_1,node00188_3,node00188_2,node00183_1,node00169_3,node00169_2,node00167_3,node00167_1,node00145_3,node00057_3,node00037_2,node00037_1,node00021_3,node00009_2,node00008_3,node00007_3,node00002_3,node00002_2,node00002_1,,,,,,,,,
node00205,node00205_1,32.865,-96.67,60,75,node00234_3,node00234_2,node00205_3,node00205_2,node00125_2,node00095_3,node00081_3,node00081_1,node00078_2,node00067_3,node00030_3,node00030_2,node00030_1,,,,,,,,,,,,,,,,,,,
node00205,node00205_2,32.865,-96.67,180,75,node00234_2,node00205_3,node00205_1,node00165_1,node00155_3,node00155_1,node00125_2,node00102_2,node00102_1,node00095_3,node00095_2,node00088_3,node00087_2,node00081_3,node00081_2,node00081_1,node00067_3,node00030_2,node00030_1,,,,,,,,,,,,,
node00205,node00205_3,32.865,-96.67,300,75,node00205_2,node00205_1,node00165_1,node00139_1,node00125_3,node00125_2,node00102_3,node00102_2,node00102_1,node00088_3,node00087_2,node00081_3,node00081_2,node00049_3,node00049_2,node00049_1,node00047_2,node00047_1,node00030_3,node00030_2,node00030_1,,,,,,,,,,,
node00206,node00206_1,32.78,-96.795,60,75,node00216_3,node00216_2,node00216_1,node00213_2,node00209_3,node00209_2,node00209_1,node00206_3,node00206_2,node00200_1,node00172_3,node00172_2,node00172_1,node00127_2,node00127_1,node00116_3,node00099_3,node00094_2,node00052_2,node00051_3,node00035_1,node00029_2,node00005_3,node00005_2,,,,,,,,
node00206,node00206_2,32.78,-96.795,180,75,node00209_3,node00209_2,node00209_1,node00206_3,node00206_1,node00200_1,node00172_3,node00172_2,node00172_1,node00162_2,node00149_3,node00149_2,node00149_1,node00124_3,node00116_3,node00116_2,node00116_1,node00085_2,node00085_1,node00051_2,node00004_1,,,,,,,,,,,
node00206,node00206_3,32.78,-96.795,300,75,node00216_3,node00216_2,node00209_3,node00209_2,node00209_1,node00206_2,node00206_1,node00172_3,node00162_2,node00162_1,node00157_1,node00116_3,node00116_1,node00085_3,node00085_2,node00085_1,node00035_2,node00035_1,node00004_1,,,,,,,,,,,,,
node00207,node00207_1,32.81,-96.73,60,75,node00235_3,node00235_1,node00207_3,node00207_2,node00194_1,node00164_3,node00164_2,node00164_1,node00142_3,node00142_2,node00109_1,node00099_2,node00099_1,node00097_1,node00044_3,node00044_2,node00032_2,node00032_1,node00017_2,node00000_1,,,,,,,,,,,,
node00207,node00207_2,32.81,-96.73,180,75,node00235_3,node00207_3,node00207_1,node00194_3,node00194_2,node00194_1,node00164_2,node00142_2,node00133_1,node00109_2,node00109_1,node00099_2,node00099_1,node00000_3,node00000_1,,,,,,,,,,,,,,,,,
node00207,node00207_3,32.81,-96.73,300,75,node00235_3,node00213_2,node00213_1,node00207_2,node00207_1,node00195_2,node00195_1,node00194_3,node00194_1,node00164_3,node00164_2,node00142_2,node00133_1,node00109_3,node00109_2,node00109_1,node00099_2,node00099_1,node00051_1,node00032_2,,,,,,,,,,,,
node00208,node00208_1,32.73,-96.86,60,75,node00208_3,node00208_2,node00196_3,node00117_3,node00117_2,node00060_2,,,,,,,,,,,,,,,,,,,,,,,,,,
node00208,node00208_2,32.73,-96.86,180,75,node00208_3,node00208_1,node00196_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node00208,node00208_3,32.73,-96.86,300,75,node00208_2,node00208_1,node00196_3,node00072_1,node00060_3,node00060_2,node00028_2,,,,,,,,,,,,,,,,,,,,,,,,,
node00209,node00209_1,32.775,-96.8,60,75,node00216_3,node00216_2,node00211_2,node00209_3,node00209_2,node00206_3,node00206_2,node00206_1,node00200_1,node00172_3,node00172_1,node00162_2,node00127_2,node00116_3,node00094_2,node00035_2,node00035_1,,,,,,,,,,,,,,,
node00209,node00209_2,32.775,-96.8,180,75,node00216_2,node00209_3,node00209_1,node00206_3,node00206_2,node00206_1,node00172_3,node00172_1,node00162_2,node00149_3,node00149_1,node00116_3,node00085_2,node00085_1,node00035_2,,,,,,,,,,,,,,,,,
node00209,node00209_3,32.775,-96.8,300,75,node00216_3,node00216_2,node00209_2,node00209_1,node00206_3,node00206_2,node00206_1,node00172_3,node00162_2,node00162_1,node00127_2,node00097_3,node00097_2,node00085_1,node00035_3,node00035_2,node00035_1,,,,,,,,,,,,,,,
node00210,node00210_1,32.91,-96.775,60,75,node00228_3,node00228_2,node00228_1,node00218_3,node00218_2,node00218_1,node00210_3,node00210_2,node00199_3,node00163_2,node00113_3,node00113_1,node00105_2,node00082_3,node00082_2,node00082_1,node00080_2,node00080_1,node00059_3,node00059_2,node00059_1,,,,,,,,,,,
node00210,node00210_2,32.91,-96.775,180,75,node00230_2,node00230_1,node00228_3,node00228_2,node00228_1,node00227_1,node00210_3,node00210_1,node00199_3,node00151_1,node00113_3,node00113_2,node00113_1,node00082_3,node00082_2,node00082_1,node00080_2,node00080_1,node00061_1,node00059_2,node00039_3,node00039_1,node00036_3,node00012_3,,,,,,,,
node00210,node00210_3,32.91,-96.775,300,75,node00230_3,node00230_1,node00228_3,node00228_2,node00227_3,node00227_1,node00218_3,node00218_2,node00210_2,node00210_1,node00132_2,node00132_1,node00122_2,node00113_3,node00113_1,node00082_3,node00080_3,node00080_2,node00080_1,node00061_1,node00059_3,node00059_2,,,,,,,,,,
node00211,node00211_1,32.795,-96.81,60,75,node00224_3,node00224_2,node00211_3,node00211_2,node00203_3,node00203_2,node00203_1,node00129_3,node00129_2,node00120_2,node00094_1,node00052_3,node00052_2,node00052_1,node00044_3,node00044_1,node00029_1,node00006_3,node00006_2,node00006_1,node00005_1,,,,,,,,,,,
node00211,node00211_2,32.795,-96.81,180,75,node00216_3,node00216_1,node00211_3,node00211_1,node00209_1,node00203_3,node00203_2,node00203_1,node00157_2,node00127_3,node00121_1,node00097_2,node00097_1,node00094_3,node00094_2,node00094_1,node00052_3,node00052_2,node00044_2,node00044_1,node00035_3,node00035_1,node00029_1,node00006_2,node00005_3,,,,,,,
node00211,node00211_3,32.795,-96.81,300,75,node00211_2,node00211_1,node00203_3,node00203_2,node00120_3,node00120_2,node00097_1,node00094_3,node00064_2,node00064_1,node00044_3,node00044_2,node00044_1,node00029_3,node00029_2,node00029_1,node00006_3,node00006_2,node00006_1,,,,,,,,,,,,,
node00212,node00212_1,32.775,-96.92,60,75,node00222_3,node00212_3,node00212_2,node00170_3,node00170_1,node00146_2,node00137_3,node00137_2,node00058_3,node00046_3,node00046_2,node00046_1,node00041_3,node00028_3,node00008_2,,,,,,,,,,,,,,,,,
